crop,area_ha,rainfall,rainfall_7d,rainfall_30d,temp_mean,temp_max,temp_min,humidity,wind_speed,soil_ph,nitrogen,phosphorus,potassium,organic_carbon,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,ndwi_mean,ndwi_min,ndwi_max,ndmi_mean,ndmi_min,ndmi_max,growth_stage,sowing_delay_days,heat_stress_days,excessive_rainfall_index,disease_probability,historical_loss,yield_prediction,risk_score
wheat,4.343,353.78,34.04,442.1,26.32,33.17,16.89,35.24,8.31,7.14,96.81,12.51,188.04,0.698,0.5948,0.3715,0.7063,0.1281,0.0288,-0.1665,0.2054,0.368,0.2649,0.4612,4,14.95,0.0,0.0,0.0614,0.1974,4.104,35.6
maize,4.125,981.64,63.4,880.06,34.66,40.84,26.36,80.93,12.46,6.77,324.54,6.43,186.27,1.001,0.6358,0.4074,0.7438,0.0486,-0.4168,-0.6018,-0.3002,0.225,0.1411,0.3532,5,2.37,5.84,0.0,0.5166,0.2795,2.84,69.56
rice,9.919,779.07,24.72,781.61,30.54,39.7,24.01,90.73,20.24,7.89,231.07,39.82,200.09,0.854,0.7812,0.5938,0.9395,0.1143,-0.0776,-0.2703,0.1131,0.0313,-0.038,0.2071,4,-0.92,4.7,0.0,0.3267,0.3603,2.82,61.11
cotton,4.65,751.94,8.52,788.33,29.66,37.26,21.3,86.85,19.11,7.38,309.24,38.99,195.33,0.851,0.6333,0.4508,0.7326,0.0861,-0.1892,-0.2569,-0.0649,0.1525,0.0906,0.2156,2,-6.65,2.26,0.0,0.163,0.0589,1.015,39.15
maize,5.72,295.85,45.76,312.0,26.34,34.86,18.49,58.61,12.63,7.1,317.4,36.86,199.14,0.577,0.707,0.592,0.7905,0.1241,-0.0265,-0.128,0.071,0.2178,0.1611,0.3708,1,-5.86,0.0,0.0,0.0795,0.1462,4.718,20.5
cotton,5.912,846.54,47.31,714.11,28.45,34.63,22.14,68.36,13.55,5.58,323.57,22.33,242.98,0.92,0.699,0.5455,0.8814,0.1063,-0.2043,-0.3588,-0.0341,0.3438,0.2515,0.4582,3,-8.45,0.0,0.0,0.094,0.2729,0.707,31.49
chickpea,2.967,306.48,6.22,210.67,19.98,24.04,12.34,80.0,13.78,7.11,336.33,23.48,126.68,0.719,0.7206,0.5161,0.88,0.1278,0.0711,-0.0239,0.2554,0.2811,0.1409,0.3772,1,3.66,0.0,0.0,0.0714,0.1839,1.217,23.48
rice,4.307,391.12,10.13,400.14,29.29,34.25,23.07,85.64,6.88,6.66,198.31,15.03,160.85,0.362,0.6603,0.5187,0.7791,0.1095,-0.211,-0.2749,-0.0154,0.1681,-0.0094,0.341,2,6.37,0.0,0.0,0.3183,0.1141,3.045,41.99
wheat,4.017,742.62,19.81,502.36,31.89,34.81,23.76,68.2,9.18,6.09,186.01,21.54,106.74,0.756,0.6842,0.4197,0.779,0.1309,-0.2073,-0.3261,-0.1474,0.106,-0.0485,0.2074,1,2.7,0.0,0.0,0.2127,0.1276,4.524,36.66
rice,2.118,1127.78,60.85,1037.4,27.73,32.57,21.94,83.92,9.42,7.67,215.95,26.02,112.44,0.755,0.6916,0.5856,0.8774,0.0722,0.0541,-0.0134,0.1552,0.39,0.316,0.4688,4,9.8,0.0,0.0,0.2014,0.2054,3.085,43.37
rice,6.451,598.38,80.38,425.25,19.59,28.3,14.05,66.87,26.1,5.56,258.2,29.55,135.54,0.725,0.7873,0.6074,0.959,0.1041,0.2767,0.0948,0.4472,0.4468,0.2967,0.6047,4,1.72,0.0,0.0,0.0468,0.0521,3.491,30.09
maize,4.899,498.24,29.31,422.2,31.02,40.52,22.7,59.81,24.13,5.85,298.43,24.04,149.55,0.657,0.7478,0.4973,0.8699,0.0394,-0.2222,-0.2795,-0.1009,0.2249,0.1569,0.3366,5,2.85,5.52,0.0,0.1802,0.2609,3.669,47.68
chickpea,3.972,1295.52,78.73,1470.53,25.89,31.01,19.9,68.05,14.1,7.74,222.81,6.63,178.85,0.826,0.583,0.3704,0.6931,0.1033,-0.0245,-0.1445,0.0748,0.2505,0.1154,0.4305,2,4.68,0.0,0.0,0.1613,0.0012,1.786,41.72
soybean,7.286,622.94,51.89,701.76,20.86,28.27,14.1,78.01,9.49,5.83,192.18,27.07,168.86,1.404,0.8518,0.6466,0.9886,0.0966,0.0114,-0.0835,0.2016,0.3574,0.1987,0.5357,4,-4.18,0.0,0.0,0.1189,0.1175,1.791,37.34
cotton,3.15,609.16,19.06,751.79,30.02,37.92,26.2,28.47,17.11,7.76,227.39,26.43,160.15,0.907,0.6276,0.3943,0.7648,0.1123,-0.2064,-0.2994,-0.0841,0.1911,0.0534,0.3375,4,8.48,2.92,0.0,0.0658,0.2037,0.756,52.95
wheat,6.58,728.57,57.2,699.0,21.73,31.25,14.47,65.83,15.37,6.94,369.84,19.42,313.26,0.689,0.8743,0.6404,0.9762,0.1171,0.201,0.0403,0.3491,0.3523,0.1735,0.4918,5,6.97,0.0,0.0,0.1123,0.1861,4.647,19.12
wheat,3.808,641.0,5.48,502.24,25.63,33.32,17.25,71.69,19.72,7.83,204.13,27.77,100.49,1.186,0.7038,0.4673,0.8992,0.1009,-0.1637,-0.2589,-0.0564,0.2346,0.0704,0.3359,1,0.64,0.0,0.0,0.0568,0.1732,4.916,39.76
cotton,2.515,867.17,20.88,654.93,26.44,34.28,20.97,57.4,14.59,6.33,158.71,5.0,194.33,1.178,0.7049,0.5798,0.8576,0.101,-0.1245,-0.2792,0.0097,0.2961,0.2224,0.4593,1,1.13,0.0,0.0,0.0826,0.2535,1.077,33.93
cotton,2.016,783.34,66.9,906.07,25.17,32.97,21.55,75.49,14.21,7.39,267.3,22.52,207.58,1.041,0.625,0.4438,0.7132,0.073,0.0098,-0.0506,0.2014,0.3042,0.1352,0.4198,2,-3.74,0.0,0.0,0.3331,0.073,1.116,41.18
wheat,6.275,962.27,21.83,869.12,28.54,34.36,21.72,69.81,14.03,6.12,221.82,18.14,337.48,0.828,0.7095,0.484,0.9086,0.0856,-0.1987,-0.2492,-0.0853,0.1725,0.0861,0.3307,1,17.59,0.0,0.0,0.2051,0.266,4.348,37.72
rice,8.886,672.4,50.38,698.47,19.28,27.78,16.27,75.59,11.33,6.65,260.4,18.91,149.91,0.524,0.8639,0.7582,1.0,0.0946,0.1177,0.0636,0.2919,0.419,0.3577,0.4946,5,10.05,0.0,0.0,0.0993,0.1464,3.451,26.14
rice,1.409,590.02,56.59,640.06,25.46,32.2,18.79,83.9,12.61,6.83,223.9,27.89,110.65,0.961,0.8262,0.6843,1.0,0.0796,-0.1298,-0.2903,-0.0753,0.4515,0.375,0.5972,2,-4.67,0.0,0.0,0.1981,0.0827,2.817,22.55
cotton,8.403,763.28,17.73,580.06,25.8,34.28,16.77,50.41,25.43,7.28,149.06,18.38,178.16,0.672,0.8067,0.5483,0.9395,0.0839,-0.0965,-0.2874,0.0959,0.3316,0.2603,0.4478,3,2.99,0.0,0.0,0.153,0.0796,1.28,29.12
soybean,5.999,600.07,62.73,666.29,22.26,28.94,11.83,62.78,15.47,5.77,236.1,18.72,158.01,0.678,0.7456,0.6161,0.857,0.0266,0.1799,0.1026,0.32,0.3515,0.2964,0.4412,2,1.56,0.0,0.0,0.1383,0.0629,1.372,28.66
cotton,1.945,150.0,40.54,163.38,29.8,39.46,22.12,82.16,11.94,6.51,366.09,27.89,223.08,0.64,0.6136,0.4332,0.7727,0.1508,-0.2371,-0.3325,-0.0498,0.2169,0.1455,0.3428,1,2.28,4.46,0.0,0.2515,0.2591,0.609,44.95
maize,6.607,745.61,8.15,757.53,33.98,39.72,25.96,95.57,10.17,6.91,242.83,37.58,209.26,0.286,0.7139,0.4871,0.8585,0.1325,-0.2336,-0.4048,-0.0495,0.1817,0.1102,0.2521,1,8.81,4.72,0.0,0.2714,0.2518,3.897,45.31
rice,3.306,428.17,45.05,420.58,30.08,39.4,21.36,67.7,16.23,6.58,257.46,5.0,111.81,0.912,0.6836,0.5781,0.7647,0.1072,-0.2411,-0.4109,-0.101,0.2116,0.1239,0.2996,4,11.76,4.4,0.0,0.2096,0.183,2.752,54.18
rice,8.118,548.26,15.11,479.21,24.1,29.82,17.17,62.53,16.7,6.75,258.89,24.97,219.53,0.632,0.6898,0.5127,0.8618,0.0367,-0.1569,-0.238,-0.021,0.2641,0.098,0.3855,1,3.44,0.0,0.0,0.1645,0.2316,3.114,26.58
maize,1.385,491.04,47.37,410.38,23.8,30.08,16.07,71.97,15.32,7.54,326.89,24.7,297.79,0.552,0.854,0.5881,1.0,0.0964,-0.1061,-0.3042,0.007,0.438,0.3548,0.6088,1,-1.34,0.0,0.0,0.088,0.0269,4.417,30.33
maize,5.277,954.7,22.24,745.41,31.4,38.64,24.97,68.34,22.09,5.96,168.3,21.42,147.87,0.765,0.5853,0.3272,0.6865,0.0539,-0.2673,-0.4076,-0.1899,0.1536,0.0711,0.2617,2,-7.54,3.64,0.0,0.0969,0.3522,3.408,63.39
chickpea,3.292,690.27,43.48,522.71,30.01,36.67,21.92,67.04,9.09,7.71,68.25,22.66,169.19,0.393,0.6282,0.4089,0.8271,0.1139,-0.2284,-0.3461,-0.0829,0.1342,-0.0046,0.2872,4,1.42,1.67,0.0,0.1437,0.2024,1.601,51.68
soybean,4.924,382.7,34.84,475.73,26.05,32.84,18.5,58.35,21.34,5.64,262.75,20.8,159.49,0.473,0.6251,0.3554,0.7448,0.1197,-0.0721,-0.2036,0.0336,0.2298,0.1611,0.3044,3,1.08,0.0,0.0,0.1023,0.2978,1.345,41.45
wheat,1.623,1233.68,23.95,925.47,19.91,26.83,11.41,61.05,20.74,5.11,366.3,12.37,116.65,0.546,0.7367,0.5539,0.8517,0.0659,0.1207,-0.0036,0.224,0.3166,0.2202,0.3684,2,17.88,0.0,0.0,0.0509,0.1362,4.165,37.39
cotton,5.403,572.29,27.31,480.51,29.42,37.88,18.05,98.0,15.46,6.73,60.0,28.89,50.0,0.635,0.6002,0.4174,0.7564,0.0571,-0.1535,-0.2211,-0.0307,0.3208,0.1512,0.3723,5,8.95,2.88,0.0,0.4992,0.2465,0.474,68.12
soybean,3.401,464.18,13.14,500.17,30.47,37.33,23.27,53.97,13.02,6.41,279.37,40.83,264.34,0.744,0.782,0.556,0.9015,0.0919,-0.2925,-0.3886,-0.1105,0.117,-0.0243,0.2257,3,-1.98,2.33,0.0,0.0861,0.1485,1.645,24.13
cotton,5.421,927.95,19.99,997.18,26.3,31.82,20.06,95.23,15.74,5.61,352.14,12.58,280.11,0.43,0.7596,0.5656,0.8739,0.1231,-0.1425,-0.2371,-0.0346,0.2584,0.1744,0.3283,2,-0.91,0.0,0.0,0.1655,0.0689,0.604,32.41
soybean,6.714,782.66,102.51,694.36,20.03,26.3,11.97,93.49,8.78,6.52,224.05,21.2,189.24,0.876,0.7942,0.6527,0.8833,0.0813,0.3074,0.1748,0.3644,0.3822,0.2682,0.5115,5,3.48,0.0,1.251,0.2103,0.146,1.625,35.61
wheat,7.517,505.57,2.48,550.87,29.54,37.94,23.88,67.23,15.52,5.78,143.39,20.16,73.53,0.912,0.6562,0.5305,0.8397,0.1109,-0.2943,-0.347,-0.2309,0.2561,0.0997,0.4075,2,5.65,2.94,0.0,0.1484,0.0939,4.423,56.94
soybean,2.846,463.3,1.3,420.08,29.59,38.5,24.54,45.73,22.58,6.44,212.7,11.45,173.23,0.901,0.6936,0.5429,0.8559,0.0617,-0.2633,-0.3674,-0.0743,0.1803,0.1295,0.2315,2,2.89,3.5,0.0,0.0804,0.0984,1.815,41.57
soybean,9.532,534.92,37.46,563.85,32.92,40.67,27.66,61.03,27.21,6.99,188.55,18.38,245.92,0.618,0.6473,0.4274,0.748,0.0374,-0.2567,-0.3376,-0.1777,0.1077,-0.0476,0.2337,2,13.97,5.67,0.0,0.142,0.2225,1.051,53.87
wheat,6.009,213.64,39.75,242.06,24.17,30.74,16.89,77.91,1.0,6.05,210.28,19.98,204.8,0.542,0.8066,0.6329,0.9128,0.1436,0.0843,-0.0884,0.2005,0.185,0.0408,0.3172,1,10.78,0.0,0.0,0.2477,0.1629,4.364,29.22
soybean,9.048,762.26,47.31,564.32,29.54,37.48,18.8,67.32,21.49,6.79,216.48,19.71,146.25,0.53,0.6849,0.409,0.816,0.0885,-0.1914,-0.353,-0.1375,0.2678,0.2113,0.4008,4,2.12,2.48,0.0,0.1991,0.2827,1.327,39.97
wheat,5.179,1107.82,17.08,1052.72,27.69,37.6,22.23,79.05,4.19,5.74,221.76,33.03,167.66,0.544,0.5409,0.4241,0.6443,0.0677,-0.0118,-0.0805,0.1696,0.1273,0.0675,0.1948,4,7.71,2.6,0.0,0.171,0.0875,3.75,57.06
cotton,7.013,592.18,20.78,652.01,23.95,25.73,17.8,81.73,9.24,7.33,156.64,22.33,193.76,1.2,0.5462,0.4076,0.6607,0.0343,-0.1488,-0.2962,-0.0308,0.1643,0.1099,0.3405,2,-2.25,0.0,0.0,0.1621,0.2153,0.692,52.78
maize,7.54,780.52,17.51,754.11,30.14,38.44,24.82,68.8,26.07,6.83,290.0,27.54,149.37,0.779,0.7898,0.5703,0.953,0.119,-0.2539,-0.4336,-0.0782,0.1998,0.1405,0.3219,3,7.26,3.44,0.0,0.1607,0.282,4.108,25.75
rice,3.043,1112.82,13.69,831.85,33.79,40.82,26.73,88.95,8.16,6.73,123.79,32.98,212.74,0.491,0.6403,0.3695,0.7298,0.0797,-0.375,-0.5727,-0.3193,0.2431,0.1717,0.3177,1,5.63,5.82,0.0,0.4315,0.3547,2.764,65.06
chickpea,5.342,432.82,105.02,281.58,28.72,32.77,20.63,79.93,12.87,6.22,309.69,38.69,265.02,0.413,0.8536,0.5703,0.9991,0.1183,0.0773,-0.0197,0.165,0.542,0.3764,0.6375,2,-0.36,0.0,1.502,0.2265,0.1922,1.042,29.0
maize,4.678,586.58,24.27,618.05,29.99,42.17,22.84,72.31,10.86,6.55,174.55,33.3,273.76,0.987,0.8102,0.5445,0.9042,0.1047,-0.1483,-0.2943,-0.0289,0.173,0.0738,0.2946,5,-0.25,7.17,0.0,0.2596,0.3457,3.852,58.77
soybean,1.74,408.26,25.98,502.19,36.03,42.15,31.92,69.81,17.16,7.44,253.19,13.36,99.07,1.066,0.5942,0.382,0.7571,0.1056,-0.3816,-0.4422,-0.2133,0.1715,0.0974,0.3111,2,5.49,7.15,0.0,0.2221,0.263,0.684,78.13
wheat,2.563,719.96,6.48,851.86,31.42,37.41,24.42,75.09,3.72,5.83,240.9,19.73,205.04,0.75,0.663,0.3729,0.752,0.1338,-0.2682,-0.3898,-0.0819,0.1503,-0.0213,0.2546,4,2.23,2.41,0.0,0.1797,0.1668,4.018,44.96
maize,2.798,506.19,53.72,392.1,25.56,35.38,17.66,55.76,5.37,7.3,228.39,27.07,217.69,0.753,0.7261,0.5631,0.8457,0.0711,-0.0235,-0.1315,0.0847,0.3491,0.1816,0.5148,1,-2.2,0.38,0.0,0.1595,0.1809,4.527,31.86
chickpea,3.652,528.86,46.5,395.05,30.71,36.55,25.92,57.73,12.87,6.68,221.63,39.47,179.97,0.899,0.7184,0.5808,0.8363,0.09,-0.2809,-0.4603,-0.1568,0.1898,0.1035,0.2463,3,3.04,1.55,0.0,0.1723,0.1752,1.343,30.99
rice,8.554,656.31,28.5,548.1,32.57,36.96,24.33,61.35,22.86,5.91,160.58,20.32,122.92,0.455,0.6251,0.3595,0.7754,0.1077,-0.2264,-0.4103,-0.1373,0.2515,0.1157,0.312,4,7.15,1.96,0.0,0.1836,0.1038,2.862,48.28
maize,7.111,787.96,3.06,914.26,20.33,28.34,14.57,57.97,15.63,6.57,284.95,20.26,180.23,1.275,0.7704,0.5941,0.871,0.0773,0.0526,-0.0549,0.2142,0.2382,0.0866,0.4002,5,-5.39,0.0,0.0,0.046,0.1144,4.748,24.33
rice,6.634,507.99,30.98,376.61,22.53,28.76,11.34,80.86,11.01,6.61,93.55,27.83,186.01,0.868,0.6861,0.3931,0.8171,0.0911,-0.1029,-0.2412,0.0149,0.296,0.1809,0.4262,2,-0.3,0.0,0.0,0.1866,0.2238,3.116,31.18
chickpea,8.281,882.04,27.41,1062.25,27.35,38.49,23.28,66.09,10.88,7.37,240.08,29.55,210.88,0.638,0.698,0.4845,0.8886,0.0754,-0.0744,-0.1421,0.1217,0.2914,0.1443,0.4493,4,-10.0,3.49,0.0,0.1483,0.1895,1.596,43.7
rice,8.853,299.59,45.24,311.66,23.78,33.72,19.2,68.94,13.22,6.03,249.26,21.47,224.46,0.706,0.7385,0.4713,0.8327,0.0281,0.0944,-0.0796,0.1775,0.3343,0.1869,0.5103,5,3.89,0.0,0.0,0.1684,0.1749,3.36,37.87
cotton,3.609,496.73,14.81,596.08,31.74,40.32,25.27,73.25,15.23,5.2,235.18,13.89,285.14,0.511,0.782,0.6393,0.8749,0.1538,-0.2204,-0.4094,-0.1425,0.1841,0.112,0.3246,3,13.84,5.32,0.0,0.1481,0.1975,0.449,54.13
maize,9.711,821.54,24.15,607.76,26.17,31.03,20.5,69.4,23.16,5.47,197.09,15.7,205.97,0.773,0.7441,0.5656,0.8779,0.0682,-0.0734,-0.23,0.1138,0.2259,0.0592,0.342,5,-6.5,0.0,0.0,0.1002,0.0831,4.143,36.45
maize,6.342,683.6,8.8,767.51,29.6,36.1,23.72,75.18,16.18,5.58,203.91,20.02,221.82,0.447,0.5606,0.4178,0.7282,0.139,-0.234,-0.434,-0.1687,0.0907,0.0229,0.264,3,8.76,1.1,0.0,0.2192,0.2415,3.895,66.07
rice,3.563,592.82,40.69,716.18,31.96,37.79,26.68,77.52,25.03,7.31,135.54,36.81,262.22,0.769,0.6989,0.4878,0.7948,0.1472,-0.1295,-0.285,0.0343,0.181,0.0364,0.2667,1,12.23,2.79,0.0,0.2027,0.3178,2.619,49.08
soybean,9.892,1006.49,16.55,732.67,31.58,37.23,23.73,82.54,18.1,7.14,183.96,30.13,249.31,0.632,0.6846,0.5074,0.8262,0.0681,-0.189,-0.384,-0.0128,0.2365,0.1679,0.3968,4,5.7,2.23,0.0,0.337,0.2041,1.429,42.54
chickpea,2.695,617.8,1.52,454.32,25.94,30.04,18.84,71.21,5.92,6.24,140.03,13.45,154.92,0.824,0.7697,0.5714,0.8516,0.1083,-0.0717,-0.1779,0.0511,0.2347,0.0848,0.3297,5,-1.34,0.0,0.0,0.1198,0.1751,1.301,23.86
wheat,8.477,391.42,90.04,364.23,32.39,37.8,22.64,69.19,8.29,5.65,181.13,17.76,79.58,0.549,0.4899,0.3534,0.6114,0.061,-0.1464,-0.3363,-0.0682,0.3598,0.2454,0.4335,3,1.28,2.8,0.004,0.3836,0.2065,3.659,83.89
chickpea,8.986,315.1,13.94,260.22,27.38,35.56,19.21,78.71,14.1,8.2,237.45,33.88,175.01,0.753,0.5935,0.3014,0.7145,0.0944,-0.1368,-0.3078,-0.0639,0.2367,0.0732,0.3763,5,-2.85,0.56,0.0,0.1435,0.1681,1.835,55.64
wheat,6.265,729.21,7.36,504.45,27.22,34.83,21.69,62.69,19.88,7.38,178.59,23.21,84.78,0.831,0.712,0.4552,0.8364,0.086,-0.0637,-0.1353,0.0642,0.345,0.2459,0.4543,2,7.08,0.0,0.0,0.0889,0.168,5.318,31.94
wheat,7.462,751.48,4.91,704.48,28.96,35.88,23.18,64.25,6.3,5.98,203.37,20.43,217.17,0.781,0.6801,0.4723,0.8341,0.0459,-0.2695,-0.4434,-0.1327,0.1303,0.0498,0.2239,1,13.06,0.88,0.0,0.2043,0.1814,4.788,44.98
rice,1.287,508.31,9.52,593.74,25.58,31.48,20.01,50.49,16.3,6.61,161.92,20.93,247.94,0.76,0.7382,0.4769,0.8773,0.0916,-0.0238,-0.1009,0.037,0.1182,-0.0551,0.284,3,7.9,0.0,0.0,0.0645,0.2171,3.584,26.15
soybean,1.624,531.92,36.82,546.47,24.5,29.93,15.54,98.0,11.9,6.31,270.35,28.43,158.77,0.761,0.8642,0.5856,1.0,0.1068,-0.0566,-0.1727,0.0991,0.46,0.353,0.5213,3,-3.36,0.0,0.0,0.204,0.0559,1.478,28.8
soybean,6.798,859.51,65.71,895.91,34.37,41.76,28.67,35.33,13.52,6.18,304.67,23.43,179.56,0.831,0.6054,0.3406,0.7264,0.1266,-0.2893,-0.402,-0.1737,0.1221,-0.0538,0.2879,2,9.4,6.76,0.0,0.1298,0.1818,0.981,64.61
chickpea,6.702,378.09,15.28,330.04,26.88,34.68,21.05,63.64,15.68,6.1,210.53,10.86,179.32,1.128,0.4319,0.2846,0.5322,0.0741,-0.0883,-0.2456,0.105,0.2419,0.1062,0.318,2,14.07,0.0,0.0,0.1582,0.2367,1.293,68.49
chickpea,1.889,800.1,8.66,838.57,25.16,32.77,20.54,74.97,23.75,6.28,183.58,27.17,223.5,0.784,0.7712,0.5041,0.8852,0.0722,-0.0939,-0.288,0.0772,0.1076,-0.0093,0.1857,4,1.37,0.0,0.0,0.0685,0.1547,1.378,23.31
cotton,1.832,652.27,37.65,441.71,30.22,37.11,20.87,81.81,10.84,5.57,257.52,26.77,140.66,1.056,0.6367,0.3583,0.7606,0.072,-0.2159,-0.3028,-0.1182,0.2806,0.1705,0.3829,4,2.4,2.11,0.0,0.2186,0.1476,0.829,56.9
soybean,8.917,150.0,25.51,118.96,32.59,41.7,23.9,74.78,19.58,6.33,125.68,19.63,203.61,0.656,0.6194,0.4761,0.8009,0.0865,-0.2367,-0.419,-0.0524,0.0479,-0.1182,0.1056,3,5.87,6.7,0.0,0.2983,0.2548,1.301,70.79
soybean,2.286,324.41,71.56,248.1,27.95,34.71,20.58,81.75,10.3,5.81,123.27,20.03,160.4,0.572,0.4589,0.2462,0.655,0.0936,-0.0306,-0.1769,0.0502,0.312,0.2565,0.368,2,-10.0,0.0,0.0,0.5885,0.298,1.98,78.84
chickpea,6.499,656.34,24.36,455.73,26.45,34.4,20.09,44.66,20.77,6.01,195.68,26.23,136.36,0.992,0.7541,0.5271,0.8749,0.0451,-0.213,-0.2787,-0.0883,0.2177,0.155,0.2973,2,-0.98,0.0,0.0,0.0499,0.0119,1.737,21.3
cotton,7.604,380.72,31.73,383.53,31.54,39.74,22.97,83.0,14.34,5.73,252.45,10.41,183.3,1.159,0.5585,0.2704,0.6902,0.0644,-0.1416,-0.3292,0.0573,0.248,0.1871,0.3751,2,13.06,4.74,0.0,0.359,0.1389,0.49,76.66
maize,2.086,708.93,25.38,768.66,24.63,33.92,19.57,59.46,15.2,6.44,374.34,24.24,172.8,1.186,0.6136,0.4955,0.7538,0.1374,-0.1578,-0.2216,-0.07,0.279,0.1573,0.4196,4,7.45,0.0,0.0,0.168,0.1586,4.713,28.25
wheat,9.176,266.0,37.08,189.12,29.47,38.0,20.32,84.23,18.56,6.15,68.97,19.78,78.13,0.97,0.6706,0.4298,0.8656,0.02,-0.1125,-0.2681,0.0085,0.1519,0.0578,0.2111,4,6.25,3.0,0.0,0.2674,0.157,4.395,56.73
soybean,5.448,705.24,42.84,745.93,37.7,45.49,31.95,49.13,8.97,5.8,242.95,23.11,135.92,0.918,0.681,0.4808,0.7948,0.0801,-0.4044,-0.5116,-0.2366,0.0773,-0.0516,0.2515,1,16.11,10.49,0.0,0.4298,0.3543,1.188,84.81
chickpea,3.478,866.96,48.61,896.88,32.49,38.17,25.74,73.92,6.61,7.6,258.42,8.21,207.68,0.814,0.5947,0.3174,0.6892,0.0745,-0.2164,-0.3508,-0.1429,0.1708,0.0521,0.2595,2,4.37,3.17,0.0,0.5484,0.1697,0.89,75.97
chickpea,3.48,459.67,29.21,458.07,24.83,31.6,19.53,74.44,22.74,6.86,289.72,24.1,233.72,1.178,0.8012,0.5535,0.967,0.035,-0.0687,-0.1843,-0.008,0.374,0.291,0.5425,1,7.73,0.0,0.0,0.0757,0.2322,1.288,11.8
cotton,4.163,890.23,20.23,669.51,27.99,34.37,23.71,59.55,18.04,6.29,245.37,16.64,116.72,0.572,0.6467,0.3476,0.8001,0.1202,-0.0607,-0.1143,0.0879,0.2372,0.0952,0.4048,3,0.78,0.0,0.0,0.0574,0.1563,0.822,24.77
chickpea,5.003,720.49,16.28,731.38,25.09,30.27,19.8,72.65,17.59,6.66,316.87,14.23,223.78,0.816,0.667,0.5417,0.751,0.0618,-0.1012,-0.2342,-0.0393,0.2921,0.1739,0.415,2,-4.08,0.0,0.0,0.1588,0.1238,1.853,25.18
wheat,6.725,811.24,23.18,988.05,29.62,38.52,20.81,53.64,21.92,7.37,121.46,20.11,182.35,0.949,0.576,0.3546,0.6687,0.0376,-0.1589,-0.2489,-0.0997,0.1485,0.0963,0.2984,2,4.93,3.52,0.0,0.1179,0.2361,4.691,60.97
rice,5.371,571.62,41.04,650.65,27.44,36.31,22.35,75.12,17.65,6.73,205.58,33.42,208.26,1.277,0.6373,0.4431,0.7404,0.0843,-0.1614,-0.3225,-0.0117,0.337,0.2825,0.4811,3,6.3,1.31,0.0,0.2722,0.1885,3.203,34.15
cotton,7.103,581.59,7.55,681.98,24.63,31.42,21.88,65.82,21.68,7.17,283.73,46.0,198.05,1.001,0.7772,0.5528,0.8693,0.1293,-0.0272,-0.2125,0.118,0.294,0.2128,0.4224,4,13.33,0.0,0.0,0.1424,0.1342,0.821,17.66
maize,2.042,658.29,63.86,487.67,28.45,37.03,23.43,58.32,17.42,6.19,152.88,19.72,230.61,0.666,0.6239,0.4551,0.7601,0.1259,-0.0147,-0.0733,0.1776,0.3542,0.2228,0.4661,4,-0.11,2.03,0.0,0.1746,0.2169,4.137,42.11
rice,8.236,925.02,88.11,762.31,26.86,34.4,18.44,95.27,19.59,5.9,227.56,23.49,250.37,0.633,0.8388,0.6356,0.9576,0.1199,0.0223,-0.1695,0.1311,0.2842,0.1393,0.4028,2,-0.07,0.0,0.0,0.3409,0.1481,3.083,40.77
maize,3.137,1064.97,13.92,1307.22,24.72,31.26,17.22,70.83,7.45,5.39,311.9,17.68,242.2,0.595,0.7805,0.6739,0.9008,0.0857,-0.0596,-0.2379,0.0138,0.2975,0.2201,0.3977,2,-9.33,0.0,0.0,0.0635,0.2281,4.234,32.66
rice,8.174,740.34,101.88,683.89,20.04,27.78,15.07,53.66,13.94,6.02,263.1,21.6,205.92,0.71,0.6724,0.5551,0.8223,0.1069,0.182,0.025,0.2632,0.5474,0.4063,0.716,1,10.81,0.0,1.188,0.078,0.1132,3.325,32.96
cotton,4.6,974.35,29.38,831.79,28.76,35.76,25.42,81.73,14.63,7.17,154.1,11.74,253.53,0.292,0.69,0.5147,0.8697,0.132,-0.1736,-0.2344,-0.0797,0.309,0.2355,0.4168,4,2.46,0.76,0.0,0.1196,0.1516,0.677,32.3
rice,4.952,516.75,22.68,573.15,29.26,35.78,23.1,68.37,21.13,7.57,108.54,18.06,142.98,0.639,0.5793,0.4366,0.7004,0.103,-0.2442,-0.3913,-0.0506,0.3115,0.2606,0.3699,3,6.99,0.78,0.0,0.169,0.2004,3.183,62.31
rice,7.17,1024.88,40.44,710.74,28.59,37.91,20.21,70.19,19.19,7.93,239.88,36.92,250.11,0.894,0.7829,0.612,0.9168,0.0764,-0.2121,-0.2889,-0.1296,0.2615,0.1294,0.3795,4,11.95,2.91,0.0,0.2617,0.1239,3.328,42.99
rice,7.763,1199.59,50.99,838.16,27.81,37.04,23.61,82.77,3.52,6.62,252.99,20.04,152.27,0.64,0.9154,0.7228,1.0,0.134,0.0162,-0.0911,0.165,0.2546,0.1714,0.3545,4,-0.74,2.04,0.0,0.1497,0.21,3.328,33.26
maize,4.962,635.28,50.85,740.16,32.6,39.66,27.05,57.76,7.54,7.36,217.46,12.41,156.65,0.819,0.6617,0.4667,0.828,0.0732,-0.2374,-0.3084,-0.0811,0.2694,0.1121,0.4417,3,4.85,4.66,0.0,0.1499,0.2493,3.456,55.71
