crop,area_ha,rainfall,rainfall_7d,rainfall_30d,temp_mean,temp_max,temp_min,humidity,wind_speed,soil_ph,nitrogen,phosphorus,potassium,organic_carbon,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,ndwi_mean,ndwi_min,ndwi_max,ndmi_mean,ndmi_min,ndmi_max,growth_stage,sowing_delay_days,heat_stress_days,excessive_rainfall_index,disease_probability,historical_loss,yield_estimate,risk_score_estimate
wheat,5.98,876.2,27.22,586.5,28.2,37.37,20.55,76.23,15.35,6.91,334.96,13.35,297.93,0.736,0.6835,0.5779,0.8442,0.0838,-0.1945,-0.2992,-0.0988,0.2694,0.1535,0.3278,2,6.49,2.37,0.0,0.2713,0.1933,4.936,37.59
soybean,7.573,377.49,34.07,372.53,24.32,29.31,17.22,61.63,12.04,7.21,166.05,13.18,128.96,0.345,0.6537,0.4911,0.8311,0.0757,-0.0815,-0.2149,0.0205,0.3053,0.1544,0.4042,1,17.23,0.0,0.0,0.1039,0.0552,1.449,35.09
rice,6.659,910.05,21.86,968.7,41.32,48.36,33.43,65.48,13.31,7.33,196.21,27.02,147.43,0.934,0.6144,0.5039,0.7374,0.0969,-0.606,-0.7864,-0.4343,0.111,0.0092,0.1907,5,0.9,13.36,0.0,0.2986,0.3796,1.695,80.18
maize,8.284,708.8,16.36,776.4,31.81,38.88,23.46,62.91,16.97,7.36,278.16,13.38,121.95,0.972,0.7452,0.6168,0.853,0.055,-0.3151,-0.474,-0.2648,0.3083,0.204,0.4353,3,-8.38,3.88,0.0,0.0831,0.1537,4.035,39.78
wheat,0.898,492.65,18.65,483.88,29.84,38.74,20.72,67.07,9.6,7.13,321.27,24.07,215.03,0.834,0.6095,0.4178,0.758,0.0922,-0.2715,-0.4464,-0.1539,0.1675,0.1035,0.2741,4,5.28,3.74,0.0,0.2465,0.2224,4.31,56.31
cotton,1.262,552.6,12.86,473.65,26.66,35.58,20.02,81.81,18.16,7.6,213.86,28.65,258.04,0.887,0.7187,0.5312,0.8416,0.0797,-0.0689,-0.2141,0.0175,0.1798,0.0084,0.2365,3,6.97,0.58,0.0,0.0984,0.1929,0.652,28.48
soybean,1.608,836.85,16.73,985.71,30.45,39.02,24.56,57.91,12.44,7.34,138.49,20.34,215.65,0.543,0.7735,0.6707,0.9175,0.062,-0.2483,-0.3187,-0.1469,0.2258,0.1391,0.3938,2,-3.92,4.02,0.0,0.1046,0.2919,1.564,41.72
soybean,7.226,819.57,31.74,712.91,26.25,37.07,17.66,81.96,14.28,7.22,309.79,34.4,138.66,0.198,0.634,0.5176,0.7443,0.0695,-0.0821,-0.1611,0.0051,0.2119,0.0902,0.2811,5,11.45,2.07,0.0,0.2463,0.1524,1.393,45.65
cotton,6.108,709.75,29.04,719.2,23.91,30.86,17.8,64.94,5.16,7.24,267.32,29.79,150.75,0.33,0.8186,0.6738,1.0,0.0846,-0.0669,-0.1526,0.1005,0.2626,0.1144,0.3951,3,3.52,0.0,0.0,0.1413,0.1955,0.778,37.5
cotton,8.411,763.77,75.01,717.72,32.05,43.81,26.09,76.54,22.34,6.41,246.13,29.17,223.01,0.781,0.9151,0.6968,1.0,0.0763,-0.2513,-0.4044,-0.1631,0.3227,0.2312,0.3839,5,2.09,8.81,0.0,0.2123,0.2918,0.579,54.26
wheat,7.325,953.2,14.24,725.52,27.55,36.14,21.82,58.19,23.04,6.79,235.39,5.0,178.47,0.675,0.6498,0.4286,0.8016,0.1221,-0.1293,-0.296,0.0313,0.1585,0.0547,0.3264,1,-2.07,1.14,0.0,0.1469,0.2079,4.606,38.94
wheat,6.161,741.77,27.16,556.78,30.71,38.95,19.93,46.62,14.48,6.29,246.28,24.16,227.78,0.521,0.5335,0.2452,0.6409,0.0975,-0.1453,-0.2171,-0.0245,0.1999,0.1461,0.2753,2,5.85,3.95,0.0,0.2055,0.1744,4.388,60.06
wheat,7.25,662.37,39.02,787.97,26.08,33.45,17.76,90.49,14.26,6.14,265.05,5.09,200.76,0.748,0.747,0.5473,0.9178,0.0635,0.0129,-0.1361,0.1055,0.3043,0.2179,0.3753,3,-6.02,0.0,0.0,0.3362,0.255,4.58,49.41
chickpea,7.652,682.57,35.23,492.57,19.59,25.45,10.55,54.41,11.42,6.62,240.85,24.1,186.33,0.707,0.7114,0.4564,0.8522,0.1657,0.0675,-0.034,0.2185,0.3191,0.2071,0.3992,1,5.94,0.0,0.0,0.0859,0.0943,1.213,23.75
cotton,0.849,410.06,44.95,336.4,28.18,35.03,21.41,74.01,15.48,6.97,253.4,30.14,232.33,0.738,0.6343,0.4961,0.7257,0.0719,0.0429,-0.0867,0.1467,0.2142,0.1169,0.3873,4,-2.76,0.03,0.0,0.2846,0.1837,1.059,37.78
rice,8.633,472.23,31.67,418.84,33.02,40.1,23.1,65.77,6.17,6.71,191.81,18.28,152.74,0.838,0.533,0.4065,0.6828,0.0996,-0.211,-0.3108,-0.0448,0.1977,0.0864,0.2522,5,9.13,5.1,0.0,0.328,0.1306,2.251,71.38
maize,5.729,553.61,37.06,690.53,26.42,30.38,18.41,80.94,12.16,7.07,89.96,22.5,246.33,0.651,0.7667,0.5178,0.9236,0.1141,-0.0129,-0.0708,0.1657,0.2873,0.1762,0.4127,3,12.63,0.0,0.0,0.1788,0.2277,4.549,26.61
rice,6.101,672.46,17.16,464.96,36.4,43.61,25.59,54.01,28.03,7.03,289.13,37.22,199.46,1.274,0.7109,0.6014,0.8137,0.0796,-0.5272,-0.6426,-0.4592,0.0977,-0.0147,0.2366,1,-1.42,8.61,0.0,0.2393,0.1573,2.333,58.4
rice,9.149,207.79,50.28,215.15,29.17,35.12,23.26,59.66,13.18,6.04,284.31,26.16,255.32,1.117,0.6894,0.4771,0.8184,0.0687,-0.2726,-0.4485,-0.1761,0.1432,-0.0288,0.3114,5,-0.65,0.12,0.0,0.0751,0.1072,3.299,32.51
maize,5.146,640.22,45.71,590.14,32.05,41.66,25.98,75.44,9.23,7.74,156.11,28.68,131.57,0.663,0.591,0.3538,0.7755,0.0975,-0.1219,-0.2784,0.0685,0.1706,-0.005,0.2713,2,4.01,6.66,0.0,0.4208,0.1821,3.441,82.03
soybean,7.604,399.74,43.71,274.14,26.42,33.79,22.48,48.57,11.37,7.35,227.43,26.43,171.83,0.853,0.5866,0.4845,0.7602,0.0976,-0.0034,-0.1468,0.1201,0.1918,0.0139,0.2994,4,0.69,0.0,0.0,0.1086,0.1811,1.586,44.58
cotton,5.991,1100.17,16.42,814.0,32.15,36.76,25.47,41.58,24.97,6.97,420.82,33.93,248.02,0.877,0.6821,0.5121,0.7627,0.125,-0.4495,-0.6452,-0.2634,0.1505,0.0836,0.2666,1,6.94,1.76,0.0,0.0875,0.1905,0.795,31.66
chickpea,3.808,831.53,32.68,999.24,29.97,38.49,24.62,81.25,8.11,6.06,273.99,23.65,93.25,0.676,0.7544,0.4901,0.903,0.0784,-0.2106,-0.3749,-0.0823,0.2081,0.1572,0.2915,5,8.86,3.49,0.0,0.2277,0.3169,1.506,54.47
rice,2.507,619.12,70.83,521.43,30.42,38.45,25.38,88.57,9.48,6.2,342.34,20.97,202.67,0.724,0.6929,0.5717,0.8716,0.128,-0.0877,-0.2372,0.0025,0.2468,0.1084,0.321,5,4.36,3.45,0.0,0.5564,0.3331,3.124,63.96
rice,2.563,302.86,30.08,295.57,19.5,27.74,15.14,62.7,6.98,6.63,257.67,30.74,194.56,0.722,0.7948,0.5753,0.9252,0.0696,0.107,-0.014,0.2663,0.2611,0.1588,0.4241,2,-0.3,0.0,0.0,0.0298,0.072,3.366,13.11
rice,0.629,873.07,24.2,895.43,33.47,37.72,29.62,59.77,22.06,6.89,268.93,27.97,140.13,0.509,0.683,0.5566,0.784,0.096,-0.3086,-0.4244,-0.142,0.2202,0.0572,0.3617,4,8.4,2.72,0.0,0.2462,0.2566,2.949,45.96
maize,1.489,522.2,6.76,522.8,30.34,37.89,24.08,47.61,15.12,6.77,151.9,16.02,189.58,0.407,0.7216,0.6039,0.813,0.0656,-0.3089,-0.4636,-0.2503,0.1636,0.0907,0.3163,3,-10.0,2.89,0.0,0.1031,0.2278,3.577,34.49
chickpea,1.155,705.85,48.08,770.78,29.55,38.61,23.55,54.9,8.18,6.04,148.4,27.57,260.26,1.046,0.7702,0.647,0.8927,0.0998,-0.0833,-0.1413,0.0335,0.2389,0.1375,0.3457,5,11.25,3.61,0.0,0.14,0.1874,1.657,43.15
maize,6.442,622.74,36.31,605.45,30.79,40.36,25.5,78.29,9.91,6.69,157.12,19.07,126.61,1.043,0.6771,0.443,0.8626,0.0975,-0.1265,-0.2078,-0.0227,0.1201,0.0439,0.2727,4,7.7,5.36,0.0,0.1769,0.2342,3.754,52.74
rice,2.132,259.79,30.17,315.69,21.9,30.1,13.29,56.19,21.2,5.84,178.09,12.36,283.25,0.736,0.6128,0.4006,0.6967,0.1027,0.024,-0.1622,0.1334,0.4167,0.3046,0.5806,1,9.4,0.0,0.0,0.0833,0.2721,3.074,41.33
wheat,7.21,970.45,25.86,1038.78,31.7,37.91,22.5,66.95,21.55,6.64,149.3,7.8,260.03,0.87,0.6562,0.5071,0.7374,0.0817,-0.3966,-0.5877,-0.2787,0.2439,0.088,0.3402,3,1.91,2.91,0.0,0.2086,0.1533,4.124,46.3
maize,2.901,495.86,37.76,407.49,26.46,35.13,24.11,37.36,11.53,7.69,167.4,28.99,101.07,0.762,0.6134,0.3574,0.7784,0.1202,-0.0098,-0.077,0.1379,0.1709,0.0408,0.23,4,8.42,0.13,0.0,0.0441,0.0543,4.297,35.0
rice,1.886,663.87,20.02,471.84,23.82,33.01,15.29,38.72,17.19,7.09,281.46,42.02,172.24,0.819,0.7954,0.6763,0.9058,0.0834,-0.0584,-0.1203,0.0453,0.269,0.206,0.3835,2,2.58,0.0,0.0,0.0998,0.1651,3.789,23.22
wheat,5.63,963.4,21.22,1075.75,28.61,34.79,21.15,54.61,23.47,7.24,162.21,26.7,71.02,0.586,0.5784,0.3852,0.6858,0.0745,-0.0462,-0.1625,0.0287,0.267,0.1215,0.3494,5,7.57,0.0,0.0,0.0632,0.1765,4.208,50.26
rice,1.954,1060.3,67.74,915.08,26.52,34.07,18.46,73.35,20.14,6.43,336.9,24.31,155.5,0.465,0.8048,0.6975,0.9676,0.1257,0.0991,-0.0276,0.2853,0.2694,0.0942,0.424,2,7.83,0.0,0.0,0.1249,0.007,3.373,19.53
wheat,9.648,878.79,19.24,1097.9,24.01,31.37,17.45,44.98,15.83,7.3,412.91,18.49,253.54,0.515,0.7708,0.6687,0.8577,0.1198,0.1057,-0.0589,0.3056,0.1605,0.0175,0.2638,3,4.55,0.0,0.0,0.0403,0.0656,4.541,14.77
maize,9.158,409.26,39.69,362.42,29.29,37.57,21.27,92.59,9.75,5.83,322.38,38.89,196.56,0.744,0.6177,0.3497,0.7316,0.1044,-0.2615,-0.3386,-0.1972,0.2151,0.1293,0.3222,2,9.64,2.57,0.0,0.196,0.1046,3.931,53.78
rice,6.772,311.64,32.55,261.76,26.88,33.47,20.21,78.42,22.17,6.94,232.08,20.48,235.71,0.15,0.7151,0.5669,0.8027,0.0604,-0.0137,-0.1937,0.112,0.33,0.2701,0.4543,3,7.95,0.0,0.0,0.2657,0.0603,3.26,27.16
maize,4.025,887.19,27.07,597.88,26.0,32.33,21.84,83.68,14.84,6.29,195.26,26.56,156.03,0.851,0.7079,0.4266,0.834,0.096,-0.0912,-0.2258,0.095,0.2587,0.1817,0.4199,3,5.09,0.0,0.0,0.2521,0.1077,4.434,27.76
maize,6.912,764.89,14.03,840.38,26.28,34.72,18.62,60.39,1.83,6.73,244.19,14.97,65.07,0.889,0.6507,0.4939,0.7638,0.0899,-0.2218,-0.4083,-0.0292,0.2627,0.1593,0.3782,2,4.25,0.0,0.0,0.0846,0.204,4.27,30.19
chickpea,3.93,1014.51,15.42,957.08,31.0,37.81,19.55,67.94,13.11,7.13,288.41,5.48,155.98,0.906,0.7734,0.6211,0.8835,0.1137,-0.2844,-0.4394,-0.12,0.1468,-0.0171,0.3077,4,-0.09,2.81,0.0,0.0848,0.1583,1.169,32.44
maize,5.799,414.22,12.42,359.14,30.03,37.15,22.59,66.35,5.14,7.09,319.93,21.26,219.01,0.457,0.6863,0.4696,0.8705,0.0565,-0.0555,-0.2281,0.0439,0.2106,0.0629,0.3084,5,14.11,2.15,0.0,0.241,0.0944,4.037,36.67
maize,1.6,446.34,54.78,407.47,30.07,34.94,25.1,79.61,12.85,7.66,280.67,26.19,217.1,0.682,0.7394,0.525,0.8314,0.1038,-0.1677,-0.235,0.0316,0.26,0.2094,0.4126,1,3.89,0.0,0.0,0.2969,0.2443,4.256,38.11
cotton,9.394,511.23,39.25,427.06,26.42,34.0,22.65,65.74,18.41,6.31,224.48,24.99,203.06,0.627,0.7397,0.6004,0.9299,0.0862,-0.1446,-0.3313,-0.0673,0.2559,0.1953,0.4068,3,9.9,0.0,0.0,0.1089,0.1276,0.839,21.7
chickpea,3.689,733.97,86.02,796.88,17.02,26.19,11.25,63.03,18.42,5.59,217.89,27.73,101.82,0.389,0.8245,0.6007,0.9395,0.0968,0.2087,0.0117,0.3204,0.4262,0.2534,0.4904,5,13.26,0.0,0.0,0.1155,0.1265,1.505,38.99
wheat,4.801,823.3,32.05,694.14,26.51,30.69,21.97,79.49,19.98,7.46,210.06,40.81,233.97,0.751,0.6319,0.4315,0.7955,0.0802,-0.0702,-0.1964,0.0881,0.2872,0.1254,0.3673,3,-2.06,0.0,0.0,0.2216,0.2529,4.371,45.18
soybean,8.093,488.09,10.15,419.06,28.51,33.03,20.9,65.41,14.3,6.94,159.5,38.5,194.12,0.793,0.6367,0.5012,0.8262,0.0904,-0.2903,-0.3441,-0.185,0.2482,0.0922,0.3919,1,7.71,0.0,0.0,0.098,0.1523,1.234,27.81
chickpea,2.97,150.0,11.83,148.97,30.49,36.4,18.87,65.79,5.11,5.78,191.96,15.67,288.27,0.605,0.6337,0.3391,0.7801,0.1164,-0.2233,-0.2834,-0.1411,0.2658,0.2006,0.3234,3,9.04,1.4,0.0,0.1125,0.1436,1.234,45.58
wheat,4.413,241.91,18.33,259.24,32.02,37.71,23.39,39.85,11.42,7.03,295.98,38.46,206.43,0.577,0.6274,0.4136,0.8094,0.0652,-0.4623,-0.6095,-0.4108,0.0666,-0.0228,0.1768,2,1.44,2.71,0.0,0.1211,0.1979,4.048,43.01
maize,8.767,791.27,8.27,696.53,30.27,41.2,24.95,56.29,19.32,7.23,261.94,13.65,190.73,0.539,0.5333,0.2397,0.7085,0.1194,-0.2227,-0.3052,-0.1585,0.1538,0.0102,0.2609,2,12.09,6.2,0.0,0.1555,0.1743,3.452,70.5
chickpea,9.298,895.23,13.3,738.12,29.64,32.66,23.37,65.48,13.38,6.35,172.15,34.45,266.87,0.541,0.7549,0.5243,0.864,0.0345,-0.1804,-0.2968,-0.0798,0.1029,-0.0395,0.1663,3,8.83,0.0,0.0,0.1638,0.0909,1.546,27.05
rice,9.873,694.64,80.64,766.35,21.96,26.03,13.54,59.14,13.28,7.56,333.64,21.34,166.52,0.653,0.8024,0.6724,0.8918,0.1223,0.1604,0.0011,0.2354,0.5365,0.3698,0.6114,2,4.08,0.0,0.0,0.1637,0.132,3.468,29.14
rice,1.62,867.16,10.07,872.17,21.25,28.66,13.54,93.47,17.96,6.58,307.76,14.68,159.1,0.435,0.7641,0.5302,0.9004,0.1314,-0.0582,-0.1599,0.0317,0.2971,0.2275,0.3841,2,12.13,0.0,0.0,0.1671,0.1225,3.075,30.0
wheat,3.598,755.13,40.57,674.35,20.69,30.66,16.7,69.83,19.16,5.92,194.85,26.97,180.43,0.763,0.642,0.3542,0.8274,0.1174,0.1101,0.0134,0.2335,0.381,0.2725,0.4923,4,11.49,0.0,0.0,0.1001,0.0442,4.387,34.47
wheat,9.604,527.81,21.08,635.89,30.3,38.69,20.61,55.93,5.73,6.15,375.21,17.55,107.68,0.8,0.6601,0.3916,0.8364,0.0878,-0.2536,-0.4156,-0.0992,0.1343,0.0823,0.2595,1,10.01,3.69,0.0,0.1138,0.1651,4.154,52.01
wheat,2.939,1103.51,17.74,1001.37,32.64,43.35,25.81,45.87,8.2,7.54,354.13,19.84,197.49,0.731,0.6437,0.4485,0.8173,0.096,-0.2516,-0.4055,-0.1394,0.1902,0.0148,0.3418,1,9.26,8.35,0.0,0.2194,0.3642,3.448,67.28
chickpea,5.268,150.0,49.31,144.89,28.58,36.73,17.73,49.88,11.12,7.55,99.31,20.2,143.8,0.849,0.684,0.5439,0.7868,0.0587,-0.0003,-0.094,0.0855,0.2063,0.0441,0.2959,4,3.61,1.73,0.0,0.1714,0.0426,1.453,45.08
wheat,9.089,743.89,47.65,898.28,31.4,40.13,30.6,68.48,18.52,7.45,228.99,20.58,207.14,0.653,0.6695,0.4488,0.861,0.1006,-0.1577,-0.3195,0.0071,0.2275,0.0829,0.3207,1,-1.12,5.13,0.0,0.2809,0.0283,4.192,62.62
rice,3.034,281.91,10.44,277.82,23.7,30.28,16.82,77.58,12.59,6.31,345.74,33.93,294.06,1.131,0.8263,0.6081,0.9539,0.0807,0.056,-0.0314,0.2468,0.2628,0.1118,0.3892,3,14.07,0.0,0.0,0.0504,0.0459,2.92,16.56
rice,2.923,705.63,39.22,554.87,25.14,33.55,16.22,58.77,13.79,5.96,316.03,22.51,206.7,0.679,0.7709,0.4898,0.852,0.0678,-0.0677,-0.2165,0.0143,0.3525,0.2923,0.4755,1,-0.75,0.0,0.0,0.1619,0.2313,3.293,27.69
cotton,1.801,690.34,21.44,832.43,28.27,31.28,21.85,67.28,13.9,6.54,251.51,36.64,184.18,0.444,0.5418,0.4217,0.7276,0.0784,-0.1796,-0.3371,-0.0835,0.2085,0.1107,0.2648,1,11.08,0.0,0.0,0.2468,0.0039,0.927,31.34
soybean,8.804,842.67,19.83,898.35,25.44,36.94,16.62,73.25,16.15,5.54,188.69,21.07,163.22,0.962,0.6921,0.5874,0.8709,0.0839,-0.0212,-0.1071,0.0607,0.2735,0.1407,0.3516,3,-3.31,1.94,0.0,0.0925,0.2177,1.552,52.13
chickpea,7.454,289.28,51.06,251.58,30.0,36.25,25.98,70.3,2.41,7.11,325.09,28.9,158.2,0.593,0.7788,0.622,0.9159,0.0665,-0.1724,-0.2711,-0.0078,0.2888,0.1416,0.4349,1,3.99,1.25,0.0,0.2635,0.184,0.986,28.14
cotton,3.695,292.45,42.22,341.08,25.09,32.36,13.51,72.67,12.49,7.53,238.81,20.1,170.99,0.875,0.6981,0.5265,0.8419,0.0546,0.013,-0.1634,0.1757,0.2566,0.1482,0.3163,1,3.22,0.0,0.0,0.1035,0.1402,0.31,44.99
chickpea,1.451,771.16,35.65,736.12,18.85,25.82,8.6,70.27,19.6,7.16,256.9,27.32,195.91,0.434,0.8028,0.6543,0.9131,0.0737,0.2192,0.0546,0.4045,0.2432,0.1835,0.2951,1,-8.24,0.0,0.0,0.06,0.2698,1.102,28.15
maize,5.96,465.7,34.8,367.72,26.55,31.01,19.53,79.22,17.93,6.52,188.19,13.09,276.01,0.696,0.7534,0.5908,0.9297,0.0658,-0.0738,-0.1716,0.0139,0.1614,-0.0038,0.2311,3,0.03,0.0,0.0,0.1681,0.1603,3.878,16.06
maize,3.422,443.49,3.22,341.24,26.14,28.65,21.69,70.14,10.03,6.05,211.14,41.64,240.86,0.533,0.6352,0.3412,0.7701,0.1145,-0.1534,-0.2604,-0.0504,0.0876,-0.0818,0.1546,5,7.29,0.0,0.0,0.159,0.0,4.202,37.4
cotton,7.466,529.01,38.35,413.49,23.56,32.06,16.7,71.76,17.94,7.76,303.85,32.29,136.07,0.601,0.7746,0.6201,0.9295,0.1017,-0.0711,-0.1359,0.1178,0.3968,0.2841,0.5267,4,5.98,0.0,0.0,0.1511,0.1867,0.773,35.32
rice,6.616,600.37,26.76,702.48,27.65,32.79,21.76,69.87,1.0,6.1,284.0,20.75,289.8,0.384,0.667,0.3912,0.8407,0.0962,-0.232,-0.327,-0.1412,0.1733,0.0063,0.3389,4,2.02,0.0,0.0,0.2068,0.0,3.16,32.86
cotton,8.535,249.05,45.42,166.16,20.24,29.94,14.7,86.18,10.47,5.06,267.01,37.62,195.36,0.706,0.6196,0.4494,0.7315,0.0854,0.0326,-0.1536,0.1382,0.2732,0.1143,0.4401,1,-4.89,0.0,0.0,0.1803,0.1797,0.378,43.26
wheat,8.007,429.31,43.25,333.42,29.85,35.11,21.76,88.2,15.34,6.08,260.85,21.45,171.16,1.109,0.5485,0.278,0.7062,0.0806,-0.1386,-0.3203,-0.022,0.2828,0.1511,0.373,3,-0.0,0.11,0.0,0.5176,0.2541,4.167,61.72
chickpea,2.78,405.22,52.15,320.88,34.51,40.69,28.21,73.73,10.35,5.4,216.38,17.52,210.12,0.923,0.6617,0.4182,0.795,0.0901,-0.2517,-0.4158,-0.0883,0.2641,0.1276,0.406,5,4.18,5.69,0.0,0.3929,0.1671,1.142,76.95
cotton,3.448,271.65,55.41,337.33,24.67,29.48,16.04,82.99,10.49,7.03,235.0,34.97,120.1,0.462,0.7115,0.4119,0.8578,0.0682,0.1477,0.0236,0.3193,0.4085,0.2622,0.5552,2,2.32,0.0,0.0,0.3534,0.3412,0.752,44.13
wheat,9.796,749.57,22.36,559.3,29.49,35.18,25.16,74.73,22.41,7.13,271.92,28.63,186.39,0.915,0.6335,0.3658,0.7964,0.0991,-0.1541,-0.3277,-0.0569,0.1429,0.0314,0.2853,2,2.66,0.18,0.0,0.1598,0.1267,4.88,38.9
wheat,7.579,411.72,4.55,318.54,24.27,34.67,17.82,64.23,12.77,6.91,266.71,32.34,152.42,0.785,0.8071,0.5782,0.9681,0.0759,-0.1048,-0.2284,0.0493,0.379,0.2339,0.4597,5,-6.54,0.0,0.0,0.068,0.1357,4.138,18.48
cotton,7.068,859.15,22.37,794.08,30.85,35.61,25.56,73.85,11.68,7.32,344.85,27.99,165.25,0.463,0.7427,0.4775,0.8392,0.0765,-0.1907,-0.3021,-0.0907,0.1735,0.019,0.3028,2,1.69,0.61,0.0,0.3301,0.2466,0.425,29.88
rice,1.808,601.09,31.8,593.24,25.28,29.46,14.44,81.22,20.99,6.8,356.6,19.62,204.33,0.229,0.6646,0.467,0.7849,0.1434,0.0419,-0.08,0.203,0.3349,0.206,0.4467,2,11.86,0.0,0.0,0.1938,0.081,3.247,27.09
chickpea,8.486,325.92,26.4,362.29,37.42,45.7,26.0,79.21,7.72,6.84,359.83,34.71,220.84,0.414,0.4633,0.2682,0.5679,0.0904,-0.2943,-0.4037,-0.212,0.0456,-0.0236,0.1084,3,4.09,10.7,0.0,0.373,0.4761,0.818,86.24
rice,1.344,908.61,9.75,866.63,28.46,31.11,20.69,74.34,14.24,5.58,157.53,18.56,191.83,0.39,0.5665,0.3355,0.6994,0.069,-0.174,-0.2546,-0.0927,0.1115,0.0137,0.1823,4,8.56,0.0,0.0,0.1597,0.0415,3.269,42.28
chickpea,6.09,728.0,45.91,576.95,32.59,40.16,24.57,78.53,12.7,8.05,231.73,18.92,50.0,1.021,0.6274,0.4213,0.7918,0.1225,-0.2723,-0.3582,-0.1213,0.2213,0.0595,0.3382,2,16.72,5.16,0.0,0.4761,0.2618,1.301,91.41
soybean,0.884,438.25,17.93,381.33,26.87,32.75,19.48,85.64,10.97,7.6,230.75,27.08,251.52,0.686,0.6137,0.3647,0.7668,0.0798,-0.0934,-0.1445,0.0451,0.2644,0.1136,0.4387,5,5.81,0.0,0.0,0.1938,0.0476,1.517,35.69
cotton,6.034,504.0,8.24,626.47,30.59,38.49,22.51,80.77,4.88,5.06,329.4,37.52,161.91,0.259,0.6432,0.4535,0.7769,0.0901,-0.3315,-0.4233,-0.1371,0.0804,-0.0568,0.2116,5,-4.81,3.49,0.0,0.4208,0.2138,0.684,62.48
cotton,3.277,599.59,37.54,477.23,38.92,48.35,28.65,81.97,2.89,7.48,304.6,24.64,101.3,1.054,0.729,0.6126,0.8279,0.1015,-0.5344,-0.6031,-0.3934,-0.0116,-0.1028,0.068,1,-0.26,13.35,0.0,0.3693,0.2363,0.873,80.8
cotton,0.732,694.35,54.75,760.49,25.54,30.95,14.67,72.78,21.4,7.46,224.93,27.55,156.46,0.864,0.6149,0.4118,0.7124,0.1,0.0054,-0.1834,0.1933,0.3774,0.209,0.48,4,0.91,0.0,0.0,0.1941,0.248,0.611,46.56
chickpea,8.878,812.3,8.42,658.05,25.15,30.78,16.09,37.69,21.27,6.61,268.0,20.57,230.8,1.063,0.6509,0.4703,0.7603,0.1032,-0.1626,-0.2394,-0.0347,0.1688,0.0714,0.2453,3,-6.17,0.0,0.0,0.0407,0.12,1.784,21.22
rice,1.563,590.46,25.11,532.26,27.68,34.69,21.72,72.16,13.91,6.61,404.0,24.16,97.79,0.6,0.7707,0.5808,0.949,0.1027,-0.1344,-0.2944,-0.0109,0.2136,0.0498,0.328,3,-1.17,0.0,0.0,0.1645,0.1354,3.095,26.19
chickpea,3.605,150.0,38.22,167.77,33.63,37.32,23.69,93.15,16.13,5.28,268.37,12.19,212.99,0.588,0.6208,0.5048,0.8093,0.0783,-0.3122,-0.4522,-0.2243,0.1623,0.1068,0.2547,3,14.14,2.32,0.0,0.3958,0.2912,1.424,73.05
soybean,2.533,486.26,8.69,537.43,27.03,37.23,18.82,79.16,15.55,7.83,242.8,17.77,168.86,0.53,0.7975,0.6442,0.8895,0.0714,-0.0094,-0.1665,0.1888,0.1289,0.0117,0.3087,5,-5.67,2.23,0.0,0.125,0.1816,1.945,38.55
wheat,2.581,1012.01,48.34,807.0,28.72,35.32,21.99,67.48,11.74,6.41,246.3,5.0,166.45,0.871,0.771,0.5159,0.8871,0.103,-0.263,-0.3328,-0.1618,0.2364,0.1252,0.3611,4,-0.54,0.32,0.0,0.1294,0.1286,5.091,31.32
maize,7.221,583.34,34.43,392.71,26.28,31.26,22.28,76.71,18.04,6.99,309.32,17.71,204.12,0.399,0.8246,0.5839,0.9858,0.066,-0.1003,-0.1973,-0.0298,0.2654,0.178,0.3773,3,9.72,0.0,0.0,0.0963,0.161,4.51,18.83
chickpea,2.689,360.18,17.19,271.06,28.35,34.13,20.63,40.99,16.26,6.88,161.62,20.22,264.74,0.804,0.656,0.4044,0.7846,0.1083,-0.2304,-0.4299,-0.0412,0.0927,-0.0496,0.1528,3,14.61,0.0,0.0,0.0758,0.123,1.315,27.13
chickpea,9.372,591.35,40.86,500.18,24.11,33.71,19.64,54.26,17.43,6.28,178.32,23.04,209.16,0.861,0.7797,0.5171,0.9194,0.1116,-0.0044,-0.0814,0.0813,0.2264,0.0883,0.3241,3,7.74,0.0,0.0,0.0701,0.0294,1.247,20.0
rice,1.721,670.92,141.87,682.92,35.97,40.85,29.34,58.76,5.7,7.15,198.16,21.87,103.13,0.783,0.6504,0.5332,0.8354,0.0632,-0.1016,-0.1562,0.0096,0.168,0.0248,0.2611,2,-2.13,5.85,5.187,0.4709,0.3123,2.313,92.47
rice,1.391,470.57,49.16,536.31,28.96,36.16,20.44,49.08,1.97,6.77,263.62,19.51,194.16,0.792,0.8096,0.5623,0.9355,0.0854,-0.2424,-0.4394,-0.1179,0.4689,0.3535,0.5806,2,14.4,1.16,0.0,0.1886,0.1284,3.203,26.18
chickpea,5.418,617.25,26.39,455.83,27.38,31.22,19.65,71.1,11.62,6.14,301.0,40.79,245.99,0.174,0.7722,0.5098,0.9653,0.1586,-0.0274,-0.1356,0.1601,0.244,0.1638,0.2992,1,1.72,0.0,0.0,0.1194,0.2029,1.332,23.4
rice,0.577,513.51,9.0,348.52,26.09,29.14,19.91,52.35,19.98,7.42,224.43,14.03,240.97,0.697,0.4782,0.222,0.6563,0.0621,-0.1901,-0.3468,-0.0203,0.3219,0.1765,0.4067,1,-10.0,0.0,0.0,0.1579,0.1561,3.298,50.38
