crop,area_ha,rainfall,rainfall_7d,rainfall_30d,temp_mean,temp_max,temp_min,humidity,wind_speed,soil_ph,nitrogen,phosphorus,potassium,organic_carbon,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,ndwi_mean,ndwi_min,ndwi_max,ndmi_mean,ndmi_min,ndmi_max,growth_stage,sowing_delay_days,heat_stress_days,excessive_rainfall_index,disease_probability,historical_loss,yield
rice,3.589,617.73,6.49,477.98,22.66,30.41,13.34,49.71,16.67,6.41,297.9,27.3,146.83,0.437,0.6012,0.4493,0.7418,0.148,0.007,-0.1375,0.1492,0.1365,-0.0262,0.271,3,12.86,0.0,0.0,0.0316,0.1325,3.228
wheat,1.757,526.55,17.67,421.31,33.37,43.15,28.29,63.44,11.89,7.36,86.55,38.38,162.56,0.911,0.5401,0.3257,0.6332,0.0841,-0.3249,-0.3793,-0.2643,0.1498,0.0809,0.317,2,0.6,8.15,0.0,0.2463,0.2927,3.338
maize,0.948,706.92,5.34,472.95,36.16,41.21,28.58,63.4,17.37,5.64,353.75,15.21,146.57,0.465,0.5987,0.4789,0.7084,0.104,-0.3231,-0.4166,-0.1349,0.1959,0.0161,0.2826,2,8.6,6.21,0.0,0.1896,0.221,3.027
rice,4.437,867.07,5.52,679.21,24.5,33.27,17.27,58.18,12.77,7.22,259.01,23.67,117.19,1.147,0.5626,0.3175,0.7249,0.0644,-0.2192,-0.4098,-0.0409,0.1474,0.0339,0.3107,4,7.11,0.0,0.0,0.1104,0.2165,3.126
rice,0.905,568.91,35.6,409.34,24.13,28.72,17.27,73.59,7.97,6.99,153.32,31.76,208.23,0.547,0.624,0.3962,0.7574,0.0785,-0.0102,-0.1726,0.0747,0.3776,0.2776,0.5536,2,9.51,0.0,0.0,0.3209,0.3089,3.429
rice,8.866,836.64,44.76,977.42,31.66,41.89,24.4,64.54,13.38,6.97,248.87,10.98,204.35,0.525,0.7941,0.5946,0.966,0.0559,-0.2522,-0.4329,-0.1923,0.1504,0.0463,0.2717,5,8.85,6.89,0.0,0.1161,0.1589,2.882
chickpea,6.675,929.67,84.14,965.41,26.72,30.69,18.41,48.76,11.06,7.27,261.31,29.14,198.45,1.118,0.6789,0.4272,0.8384,0.0823,-0.0042,-0.0631,0.1772,0.3139,0.1699,0.4306,4,12.75,0.0,0.0,0.2952,0.1431,2.095
wheat,8.515,978.66,13.78,791.65,27.42,30.63,21.42,60.7,18.23,7.78,268.52,24.04,152.72,0.651,0.7255,0.6135,0.9129,0.0654,-0.1625,-0.2648,-0.0637,0.2515,0.1775,0.3524,4,1.78,0.0,0.0,0.195,0.1997,4.917
wheat,4.722,391.95,13.3,402.82,28.18,34.8,20.86,61.28,12.61,6.63,192.98,23.95,111.36,0.833,0.5931,0.4258,0.7338,0.0914,-0.1995,-0.3401,-0.0602,0.1023,0.0284,0.249,4,9.63,0.0,0.0,0.1272,0.1409,3.851
maize,2.628,639.19,58.41,730.25,29.55,33.64,26.62,74.14,19.95,6.64,226.35,24.72,211.77,0.827,0.6221,0.3866,0.7892,0.0513,-0.1709,-0.3701,-0.0351,0.2801,0.1587,0.4176,4,-1.8,0.0,0.0,0.2953,0.158,4.008
soybean,3.258,806.08,29.58,948.89,38.7,45.96,32.65,66.87,8.78,6.94,258.67,12.23,226.84,0.747,0.7002,0.5455,0.8632,0.0841,-0.348,-0.449,-0.1873,0.0991,-0.0278,0.2103,2,10.45,10.96,0.0,0.214,0.2553,0.911
soybean,8.62,410.92,14.2,450.8,25.83,30.95,22.59,72.85,5.18,6.22,145.6,29.57,141.63,1.033,0.6598,0.3907,0.782,0.0708,-0.1269,-0.2248,0.0036,0.3184,0.1386,0.4634,3,1.95,0.0,0.0,0.2117,0.0983,1.449
maize,1.658,361.89,45.77,314.73,29.61,37.96,23.28,64.62,19.45,6.85,220.84,6.45,167.2,0.886,0.6384,0.446,0.7691,0.1018,-0.1802,-0.3258,-0.0831,0.2553,0.1583,0.379,2,2.27,2.96,0.0,0.1078,0.261,3.533
maize,7.134,644.19,27.12,499.04,21.62,28.22,17.01,77.38,13.67,6.55,254.96,21.88,189.25,0.87,0.6723,0.5608,0.814,0.1183,0.0001,-0.1182,0.0751,0.3477,0.2796,0.5254,1,2.72,0.0,0.0,0.1798,0.1542,4.574
maize,2.644,559.15,26.5,682.19,18.71,23.96,11.73,98.0,26.33,7.4,370.67,16.95,213.83,0.76,0.8673,0.7666,1.0,0.1202,0.3259,0.234,0.4652,0.4457,0.3743,0.522,1,6.94,0.0,0.0,0.2773,0.2462,4.063
soybean,3.855,612.08,70.45,447.44,32.44,40.04,27.1,70.14,13.39,6.72,256.43,25.54,127.36,1.077,0.5737,0.4169,0.7141,0.1169,-0.2757,-0.3713,-0.1584,0.3572,0.2738,0.4851,2,6.05,5.04,0.0,0.4348,0.3422,1.631
chickpea,0.529,546.3,37.28,672.51,25.17,30.37,19.62,69.37,13.76,6.54,242.98,31.29,220.26,0.401,0.8386,0.7245,0.9739,0.0252,0.0148,-0.0973,0.1775,0.3218,0.1534,0.4427,4,19.62,0.0,0.0,0.1949,0.2605,1.422
rice,5.051,1125.18,38.11,1349.33,30.39,37.2,23.18,58.23,16.54,6.85,294.08,10.48,113.95,0.666,0.6227,0.5141,0.7911,0.0837,-0.2342,-0.4141,-0.0664,0.1441,0.0583,0.2428,1,3.88,2.2,0.0,0.08,0.1518,2.905
soybean,1.719,548.44,45.5,516.9,29.78,35.51,23.54,74.75,8.78,5.6,317.23,28.32,245.02,1.031,0.7146,0.433,0.8051,0.0383,-0.1852,-0.3597,-0.019,0.1726,0.0194,0.3165,4,1.25,0.51,0.0,0.2154,0.1765,1.648
wheat,8.667,778.84,26.19,725.86,30.87,39.32,23.53,97.44,18.47,6.14,205.59,29.34,154.72,0.325,0.6694,0.4704,0.8507,0.0698,-0.1553,-0.352,0.0421,0.161,0.0585,0.3087,2,5.12,4.32,0.0,0.2616,0.3647,4.286
wheat,1.428,764.09,44.97,539.35,25.25,29.72,20.51,60.53,16.8,7.56,241.54,13.2,156.62,1.159,0.8163,0.6999,0.8982,0.1012,0.0246,-0.1002,0.2089,0.2685,0.1168,0.348,4,12.18,0.0,0.0,0.0434,0.1631,5.146
rice,2.879,278.46,72.76,333.85,30.18,33.94,24.06,56.93,7.33,5.4,421.74,20.3,152.95,0.225,0.8614,0.7106,0.9815,0.0643,-0.0218,-0.1957,0.0367,0.3024,0.1413,0.4289,1,1.5,0.0,0.0,0.0653,0.1003,3.12
rice,0.641,972.55,26.58,920.76,35.07,43.24,26.76,53.67,21.83,6.99,179.63,18.24,216.2,0.758,0.3969,0.2446,0.5456,0.1214,-0.4496,-0.6482,-0.3933,0.1216,0.0591,0.2539,3,-4.39,8.24,0.0,0.2412,0.2994,2.185
rice,9.932,787.68,34.8,519.6,28.22,32.45,20.82,54.67,1.63,7.31,231.33,31.69,177.4,0.635,0.7211,0.5696,0.887,0.054,-0.1967,-0.3234,-0.0658,0.2402,0.136,0.299,5,4.53,0.0,0.0,0.0343,0.0623,3.484
rice,6.594,684.53,14.44,582.77,32.32,39.58,25.64,42.3,10.53,6.35,272.39,26.09,220.37,0.966,0.7242,0.5002,0.8745,0.0512,-0.2664,-0.3474,-0.0937,0.1654,0.086,0.234,4,0.7,4.58,0.0,0.0469,0.2126,3.021
chickpea,6.614,882.64,16.65,879.06,25.8,34.89,21.09,50.32,22.61,6.8,180.54,16.23,217.91,0.687,0.7152,0.4235,0.8546,0.0505,-0.1911,-0.274,-0.033,0.2739,0.1567,0.4503,5,10.34,0.0,0.0,0.0691,0.0885,1.527
chickpea,5.429,639.49,23.56,596.04,26.49,34.9,21.84,46.53,10.64,6.11,191.92,28.83,242.13,0.15,0.6383,0.4088,0.7932,0.0929,-0.1392,-0.1991,0.0005,0.2986,0.1396,0.3741,1,3.44,0.0,0.0,0.04,0.1426,1.459
rice,8.747,844.02,24.83,712.14,33.4,39.91,27.63,55.94,16.75,7.0,297.27,23.09,129.8,0.969,0.6659,0.4606,0.8316,0.1182,-0.3878,-0.5463,-0.207,0.1204,-0.0197,0.1793,5,12.79,4.91,0.0,0.1106,0.1345,2.284
chickpea,1.87,237.23,7.29,219.45,25.21,34.2,20.16,82.91,17.03,6.23,147.42,34.5,268.22,0.966,0.7103,0.5081,0.899,0.1041,-0.1834,-0.2439,-0.0849,0.3794,0.2702,0.4314,1,1.53,0.0,0.0,0.2317,0.1137,1.244
cotton,8.032,829.86,75.72,713.98,25.56,32.51,20.01,61.61,10.87,6.72,357.52,37.65,195.27,0.813,0.8874,0.7244,1.0,0.0413,-0.0095,-0.202,0.1643,0.3846,0.3069,0.4465,1,12.09,0.0,0.0,0.1305,0.0312,0.699
cotton,8.168,690.4,46.87,828.72,25.22,29.92,19.38,51.48,7.34,6.71,223.8,16.83,117.77,0.689,0.686,0.4375,0.8567,0.0472,0.0534,-0.0122,0.212,0.1925,0.0133,0.3508,1,5.02,0.0,0.0,0.132,0.3103,0.528
wheat,0.843,693.84,32.43,533.89,23.49,34.38,17.33,52.26,5.41,7.31,97.97,26.47,168.15,0.944,0.799,0.5905,0.9195,0.0907,0.0071,-0.0468,0.1288,0.3886,0.2891,0.5594,2,10.37,0.0,0.0,0.0464,0.0088,4.836
rice,1.76,464.7,13.82,414.85,30.06,35.7,22.75,65.76,15.12,6.39,286.7,33.64,175.2,0.695,0.6925,0.4187,0.7759,0.1687,-0.2464,-0.3852,-0.1418,0.2558,0.0817,0.3806,5,5.18,0.7,0.0,0.3086,0.1692,3.455
rice,5.698,601.86,34.07,708.45,27.0,34.53,22.01,60.67,11.22,6.94,258.0,22.01,213.32,0.96,0.7182,0.618,0.8343,0.1133,-0.0,-0.0721,0.1457,0.3095,0.1347,0.47,4,7.2,0.0,0.0,0.1604,0.2005,3.283
soybean,1.357,595.41,22.03,533.17,29.08,36.18,23.6,69.9,10.19,5.74,361.69,32.36,109.42,0.874,0.7077,0.418,0.79,0.149,-0.1993,-0.3427,-0.0096,0.2325,0.0606,0.3859,1,10.87,1.18,0.0,0.1846,0.1904,1.605
soybean,3.182,399.39,40.2,380.47,23.43,27.69,19.12,85.33,11.33,5.66,158.95,6.05,140.61,0.992,0.6917,0.4436,0.8366,0.1169,-0.0037,-0.1364,0.0895,0.311,0.1481,0.4012,1,-3.12,0.0,0.0,0.2157,0.0978,1.461
maize,4.335,728.83,10.64,693.86,24.93,33.74,17.96,60.26,25.63,6.26,352.58,23.87,151.65,1.015,0.7463,0.6407,0.9406,0.0557,-0.0453,-0.1571,0.0314,0.2514,0.0965,0.3683,4,1.27,0.0,0.0,0.0519,0.2144,4.435
rice,1.994,996.1,60.81,1086.27,30.46,36.76,21.59,42.84,18.26,6.46,186.17,23.44,191.9,0.492,0.6244,0.3814,0.7952,0.1424,-0.1538,-0.3066,0.0375,0.2757,0.2075,0.4477,4,1.19,1.76,0.0,0.2306,0.2035,2.75
cotton,7.189,337.32,24.59,307.63,25.09,33.86,17.57,57.17,8.78,7.05,212.73,36.28,263.15,0.823,0.6776,0.544,0.8406,0.1063,0.0291,-0.0532,0.0838,0.2219,0.1308,0.3983,4,4.94,0.0,0.0,0.077,0.0965,0.563
cotton,5.203,757.85,58.02,568.55,30.57,35.5,26.61,78.46,6.23,5.67,166.76,8.24,170.78,0.796,0.8472,0.7169,0.9964,0.0333,-0.0895,-0.2421,0.1101,0.163,0.0394,0.3043,2,13.6,0.5,0.0,0.2397,0.0985,0.947
soybean,6.578,557.5,112.61,638.75,27.03,32.4,23.85,28.01,16.05,6.99,187.99,30.75,146.01,0.711,0.7131,0.5833,0.8948,0.1324,-0.0264,-0.0994,0.1029,0.4483,0.3085,0.5491,1,10.56,0.0,2.261,0.09,0.1608,0.848
chickpea,5.006,532.1,13.72,568.59,28.93,36.68,17.12,50.03,7.02,7.07,260.26,32.73,147.46,1.092,0.6054,0.4069,0.751,0.0498,-0.2476,-0.373,-0.1654,0.2596,0.1837,0.34,1,3.8,1.68,0.0,0.1573,0.0295,1.353
rice,4.419,666.45,24.33,779.79,37.58,46.73,29.17,54.94,14.42,4.94,86.91,42.81,189.64,0.679,0.4937,0.3519,0.6162,0.1088,-0.5061,-0.6966,-0.4398,0.1521,0.0486,0.2082,2,-0.8,11.73,0.0,0.3096,0.5078,2.077
maize,5.178,669.78,10.78,561.05,31.28,39.5,24.2,61.45,21.09,6.09,274.51,30.93,224.28,0.538,0.5977,0.4749,0.7955,0.1083,-0.3315,-0.4965,-0.1845,0.0803,-0.0768,0.2159,3,-4.71,4.5,0.0,0.1192,0.2432,4.152
chickpea,9.045,690.63,16.9,571.45,33.73,37.15,25.01,72.14,22.43,5.95,256.42,20.11,249.5,0.55,0.6013,0.4628,0.6976,0.1234,-0.4298,-0.5325,-0.3407,0.1087,-0.015,0.2419,2,3.88,2.15,0.0,0.3771,0.114,1.292
maize,4.262,401.21,31.44,261.05,23.05,31.82,16.39,72.11,4.16,5.68,315.06,27.75,108.95,0.912,0.5474,0.3383,0.6477,0.1186,0.1182,0.009,0.3071,0.2123,0.0465,0.3475,2,0.3,0.0,0.0,0.3543,0.071,4.034
soybean,6.601,889.78,9.02,594.61,29.46,35.44,22.52,72.47,16.75,5.37,179.8,22.4,87.72,0.844,0.5317,0.4005,0.6281,0.1739,-0.3695,-0.5049,-0.2819,0.2801,0.1536,0.3964,1,3.18,0.44,0.0,0.1677,0.1126,2.081
wheat,8.423,667.85,68.85,607.19,34.31,38.7,29.01,57.81,1.0,7.87,156.28,35.65,193.68,0.661,0.7483,0.5047,0.877,0.0604,-0.2996,-0.4537,-0.221,0.2726,0.1655,0.3227,2,4.49,3.7,0.0,0.1147,0.1765,3.82
rice,6.4,780.64,19.64,858.3,30.1,39.26,23.6,77.88,7.95,6.04,154.57,12.75,246.09,0.953,0.7707,0.4952,0.8535,0.081,-0.3491,-0.5477,-0.2504,0.1175,0.0062,0.2039,4,2.76,4.26,0.0,0.3455,0.1552,3.284
soybean,2.648,917.21,39.53,645.18,26.86,32.7,19.6,53.43,11.21,6.37,239.73,21.73,112.19,0.737,0.7655,0.5933,0.8638,0.0994,-0.0811,-0.1722,-0.0185,0.3214,0.1675,0.4868,5,9.99,0.0,0.0,0.1172,0.155,0.851
wheat,1.659,227.35,72.69,163.13,26.69,35.67,20.19,78.73,16.07,6.94,358.41,19.01,205.63,1.075,0.6732,0.3948,0.8297,0.0965,0.0119,-0.1643,0.1777,0.3294,0.2003,0.3977,4,19.65,0.67,0.0,0.2275,0.1849,3.952
cotton,6.113,788.7,10.19,694.55,23.72,31.18,17.1,82.71,17.32,6.3,286.34,20.91,137.37,0.476,0.7092,0.5484,0.843,0.1137,-0.1254,-0.3021,-0.0172,0.1783,0.0297,0.2907,5,-5.98,0.0,0.0,0.2486,0.1983,0.981
soybean,7.41,613.88,42.26,677.61,26.03,33.29,22.42,38.15,12.27,6.8,262.22,22.27,147.78,0.886,0.7444,0.4495,0.8284,0.101,-0.1087,-0.1618,-0.032,0.2506,0.0708,0.4076,3,0.2,0.0,0.0,0.0775,0.0842,1.668
wheat,7.803,874.15,48.27,620.98,24.65,33.68,15.89,45.47,17.92,7.3,236.07,29.9,129.74,0.335,0.756,0.5316,0.875,0.0614,0.0762,-0.0548,0.2304,0.3525,0.1782,0.4632,3,8.23,0.0,0.0,0.0404,0.1226,5.062
maize,7.091,473.71,9.75,484.12,24.38,29.5,16.3,90.23,19.65,5.44,210.14,37.03,192.87,0.15,0.7743,0.6726,0.9365,0.0906,0.0233,-0.0277,0.1693,0.2169,0.0414,0.3514,4,6.1,0.0,0.0,0.198,0.0805,4.169
soybean,0.533,855.78,11.83,738.1,30.11,39.33,26.33,46.84,6.95,5.42,310.83,19.55,181.43,0.632,0.4971,0.2056,0.688,0.0746,-0.1753,-0.2448,0.0171,0.1316,-0.0164,0.2595,2,-3.33,4.33,0.0,0.1176,0.2076,1.592
wheat,7.851,417.9,31.91,329.72,25.66,29.43,19.99,68.69,15.95,6.71,397.64,14.01,216.09,0.728,0.5924,0.305,0.7464,0.0962,-0.0969,-0.2678,-0.0275,0.371,0.2068,0.4792,1,5.63,0.0,0.0,0.1538,0.273,4.973
chickpea,6.244,738.49,68.2,915.12,30.11,37.49,26.27,75.76,9.58,5.47,211.35,17.53,190.82,0.625,0.5772,0.3199,0.7529,0.1068,-0.0884,-0.179,-0.0355,0.2924,0.2291,0.3777,4,-2.98,2.49,0.0,0.3647,0.2361,1.009
maize,9.888,712.54,52.38,826.94,27.87,38.09,18.28,68.85,18.05,6.13,244.36,35.07,209.89,0.722,0.8395,0.6684,0.9753,0.0725,0.0406,-0.0712,0.1174,0.2943,0.1924,0.4211,2,-1.87,3.09,0.0,0.092,0.2146,4.182
chickpea,7.764,615.81,15.56,473.89,37.0,45.85,27.12,60.84,19.85,5.83,179.55,24.49,246.63,0.725,0.6132,0.3623,0.755,0.0939,-0.4021,-0.4644,-0.2381,0.0513,-0.0854,0.1565,5,0.72,10.85,0.0,0.315,0.4245,0.691
rice,4.587,422.94,46.58,386.67,26.61,33.65,19.29,60.0,15.5,6.38,328.57,19.99,202.5,0.553,0.8147,0.6838,0.9458,0.1092,-0.0085,-0.1683,0.0876,0.2678,0.1026,0.4115,1,0.76,0.0,0.0,0.0715,0.1305,3.314
maize,6.923,568.89,70.52,462.71,30.28,40.4,23.37,86.57,20.14,5.97,338.78,16.78,88.99,0.73,0.7911,0.6681,0.9403,0.1061,-0.1251,-0.2405,-0.051,0.2468,0.1947,0.3091,4,18.44,5.4,0.0,0.4114,0.1572,3.603
wheat,6.351,853.03,17.62,804.74,24.55,30.12,16.11,66.1,10.58,6.56,229.81,26.55,205.38,0.724,0.7822,0.6797,0.9649,0.1921,0.023,-0.0599,0.1764,0.2174,0.1227,0.3604,1,4.95,0.0,0.0,0.1274,0.0588,4.888
rice,3.705,977.31,19.31,766.46,25.96,33.62,17.32,61.04,22.53,4.8,231.99,22.19,318.87,0.991,0.7121,0.4862,0.811,0.0983,-0.1475,-0.3096,0.0067,0.1805,0.038,0.2596,2,10.83,0.0,0.0,0.0706,0.1705,3.311
wheat,5.569,1079.92,7.79,736.13,27.2,33.77,17.19,70.6,8.33,6.23,239.02,6.13,151.7,0.728,0.5915,0.4764,0.7142,0.0641,-0.0716,-0.1532,0.0988,0.1342,0.0046,0.2913,3,4.57,0.0,0.0,0.1644,0.1066,4.28
cotton,2.442,765.89,13.6,717.76,28.55,35.72,19.03,69.65,17.25,6.13,327.27,27.63,199.76,1.611,0.6848,0.5372,0.803,0.1019,-0.2321,-0.3051,-0.1139,0.1872,0.029,0.3087,4,-1.64,0.72,0.0,0.1505,0.2297,0.47
wheat,1.334,705.31,30.42,736.56,27.1,35.76,19.0,84.52,14.79,6.51,203.66,27.05,259.97,0.446,0.5594,0.4469,0.6949,0.1124,0.0119,-0.1102,0.0817,0.3,0.2416,0.4065,2,5.11,0.76,0.0,0.2342,0.2429,4.426
wheat,7.464,748.76,17.7,663.87,24.03,31.37,17.06,68.39,16.98,5.5,244.37,16.59,220.98,0.497,0.4705,0.1905,0.6695,0.11,-0.1635,-0.2551,-0.0604,0.2382,0.1701,0.4167,4,4.23,0.0,0.0,0.1624,0.1447,4.973
rice,4.149,1074.27,7.38,817.26,31.25,36.64,25.23,67.27,9.67,6.18,245.35,11.43,130.55,0.207,0.5087,0.3316,0.6892,0.091,-0.2137,-0.2787,-0.0587,0.2496,0.1835,0.4282,3,1.9,1.64,0.0,0.1919,0.2222,2.746
rice,7.679,764.54,17.61,778.29,29.72,31.65,21.14,56.84,20.41,5.29,60.0,28.43,209.67,0.729,0.5489,0.4287,0.696,0.0863,-0.2266,-0.3675,-0.1073,0.1829,0.0731,0.3487,3,-0.6,0.0,0.0,0.1179,0.1244,3.352
wheat,5.139,669.18,94.98,758.82,32.1,41.54,26.23,76.93,23.41,7.65,183.67,20.43,195.23,0.857,0.6523,0.5321,0.7832,0.0805,-0.1632,-0.2849,0.0251,0.2424,0.0882,0.3404,3,5.16,6.54,0.498,0.4971,0.3285,3.849
rice,8.193,589.43,69.85,498.15,27.61,36.15,20.22,51.28,19.45,6.27,259.42,17.88,239.94,0.853,0.7611,0.5313,0.8417,0.0884,-0.0486,-0.1799,0.1082,0.3383,0.1591,0.399,3,6.06,1.15,0.0,0.129,0.0695,3.103
wheat,7.526,614.85,37.22,728.51,33.65,41.75,27.92,53.7,17.9,6.3,339.7,22.26,185.9,0.94,0.5501,0.3771,0.6794,0.0698,-0.2521,-0.3785,-0.1222,0.011,-0.047,0.1723,2,3.65,6.75,0.0,0.2319,0.3332,3.491
chickpea,7.759,735.01,35.28,541.17,26.84,34.64,22.77,28.14,11.67,6.88,283.33,11.72,178.32,1.121,0.7492,0.5887,0.8309,0.0868,-0.1945,-0.3563,-0.007,0.1929,0.0891,0.2685,4,6.55,0.0,0.0,0.0445,0.0,1.564
maize,4.579,484.68,67.12,428.61,20.9,27.59,13.39,90.47,31.78,6.88,263.55,35.27,265.33,0.752,0.7711,0.6245,0.8831,0.059,0.1228,0.0053,0.2278,0.3425,0.2023,0.4174,1,7.79,0.0,0.0,0.1461,0.0729,4.208
chickpea,9.631,512.18,38.11,348.68,28.09,32.74,19.27,78.76,18.77,7.1,143.66,22.05,200.63,0.852,0.7276,0.475,0.92,0.0997,-0.1345,-0.2178,-0.0184,0.1937,0.0876,0.3007,3,11.41,0.0,0.0,0.1253,0.0,1.262
chickpea,4.35,635.96,30.34,688.07,17.5,25.02,12.51,47.98,13.58,7.1,219.78,17.6,192.49,0.496,0.8742,0.6609,0.9928,0.0992,0.2049,0.0367,0.3894,0.3631,0.2319,0.47,3,10.34,0.0,0.0,0.0135,0.1893,1.633
maize,8.035,550.58,42.29,663.96,28.54,35.54,23.08,52.42,1.0,7.08,356.64,22.83,195.23,0.772,0.8246,0.5329,1.0,0.0513,-0.1321,-0.2525,-0.0042,0.3074,0.2309,0.4033,2,-8.24,0.54,0.0,0.0667,0.1096,4.167
cotton,5.151,781.23,15.46,780.97,28.73,38.29,20.97,46.19,10.16,6.25,241.81,17.39,280.76,0.856,0.6119,0.3764,0.7266,0.0967,-0.3141,-0.415,-0.168,0.0903,-0.0007,0.1403,2,4.16,3.29,0.0,0.1014,0.2199,0.759
soybean,2.733,798.26,30.79,724.41,18.21,25.0,12.0,69.42,20.11,4.8,167.96,15.99,237.56,0.363,0.8318,0.7161,0.9888,0.0582,0.2035,0.0291,0.2586,0.4811,0.3802,0.5387,1,9.91,0.0,0.0,0.1085,0.0792,1.403
chickpea,6.475,707.75,34.46,701.96,18.74,27.38,11.39,74.8,12.41,7.87,432.87,39.47,222.12,0.784,0.738,0.4962,0.8304,0.0986,0.0424,-0.0863,0.1031,0.2431,0.1772,0.3763,1,9.69,0.0,0.0,0.0502,0.1703,1.363
rice,4.957,757.78,24.67,837.11,22.9,29.51,15.3,61.01,10.6,7.46,247.6,19.65,98.52,0.871,0.71,0.512,0.8238,0.0586,0.0387,-0.1608,0.1649,0.4318,0.263,0.509,2,4.24,0.0,0.0,0.155,0.0824,3.435
cotton,3.009,675.87,31.85,613.55,27.18,34.81,17.01,63.33,17.99,6.83,277.17,17.35,219.59,0.841,0.7166,0.4757,0.8508,0.0992,-0.0551,-0.1462,0.0835,0.3961,0.229,0.4827,4,5.63,0.0,0.0,0.1296,0.118,0.969
wheat,4.134,150.0,21.16,173.25,21.64,26.39,12.42,40.73,9.44,6.97,249.86,27.65,133.74,0.567,0.6769,0.4938,0.8674,0.0983,-0.106,-0.1603,0.0615,0.2758,0.1224,0.3683,2,8.74,0.0,0.0,0.0536,0.2753,4.187
soybean,2.019,457.31,12.41,388.51,33.21,36.91,24.01,61.39,15.0,7.93,338.28,18.74,235.76,0.613,0.7666,0.6082,0.8586,0.0928,-0.3712,-0.5628,-0.2334,0.0482,-0.0064,0.2131,1,1.09,1.91,0.0,0.1655,0.2317,1.614
chickpea,9.877,805.62,18.65,682.42,22.41,28.82,13.31,87.21,20.32,6.74,156.73,25.83,200.4,0.65,0.6488,0.4923,0.7819,0.1202,0.0106,-0.0744,0.1327,0.3402,0.1828,0.4354,3,8.91,0.0,0.0,0.2049,0.0972,1.185
rice,6.61,465.46,32.77,540.7,31.35,39.94,23.52,52.8,10.27,6.13,222.84,7.16,113.92,0.632,0.6486,0.3877,0.8159,0.0751,-0.2113,-0.2733,-0.0124,0.1901,0.0361,0.2732,4,9.27,4.94,0.0,0.2476,0.3501,2.924
soybean,2.149,838.19,30.17,936.06,18.27,25.59,9.39,67.65,9.97,6.9,270.44,22.49,152.7,1.127,0.7585,0.4816,0.9224,0.068,0.216,0.0372,0.394,0.3505,0.2184,0.4725,3,-2.23,0.0,0.0,0.0506,0.1938,1.863
maize,7.764,850.56,32.88,569.54,33.65,39.86,24.85,79.94,17.38,6.12,266.88,29.98,185.74,0.943,0.7034,0.4216,0.8429,0.0242,-0.3493,-0.4455,-0.199,0.1816,0.0634,0.2407,5,3.9,4.86,0.0,0.371,0.2247,3.446
soybean,6.218,591.59,23.64,558.97,31.05,36.62,28.0,72.57,18.72,7.22,283.93,5.0,180.08,0.527,0.7294,0.5827,0.8753,0.1053,-0.308,-0.4441,-0.1581,0.2488,0.1509,0.3398,4,6.03,1.62,0.0,0.0926,0.0922,1.473
rice,7.364,520.08,6.02,612.84,19.99,23.62,12.0,80.36,7.77,6.61,237.1,20.47,276.53,0.708,0.7024,0.415,0.8853,0.075,0.0032,-0.0721,0.0847,0.2706,0.1091,0.3801,3,0.64,0.0,0.0,0.0672,0.0,3.295
cotton,6.053,652.11,39.75,615.62,27.92,35.95,17.89,77.4,12.13,5.87,234.61,30.61,104.36,0.922,0.7322,0.5646,0.8927,0.0898,-0.1081,-0.2119,0.0723,0.3443,0.2176,0.4518,3,-1.47,0.95,0.0,0.151,0.0843,0.542
cotton,1.074,640.32,27.16,418.39,29.96,35.71,22.17,98.0,23.15,6.5,227.79,30.04,234.11,0.847,0.7463,0.6161,0.8554,0.1294,-0.1471,-0.2963,-0.0816,0.182,0.0532,0.3357,3,13.54,0.71,0.0,0.3141,0.13,0.537
rice,2.431,787.94,39.96,782.05,34.13,36.29,28.67,73.63,13.93,5.8,181.8,30.47,258.17,0.688,0.6677,0.5396,0.8017,0.0727,-0.2687,-0.3794,-0.0939,0.1088,0.0057,0.2162,4,1.11,1.29,0.0,0.2874,0.0788,3.133
rice,7.803,150.0,31.21,103.72,20.71,27.49,11.9,26.96,17.32,6.29,220.83,19.83,113.92,1.17,0.572,0.3369,0.7643,0.0945,0.0577,-0.0231,0.1427,0.4147,0.2455,0.5773,3,14.05,0.0,0.0,0.028,0.0893,2.773
chickpea,7.666,488.5,18.73,376.22,35.12,43.55,30.42,51.16,15.06,6.39,195.12,16.53,201.83,0.611,0.5525,0.3127,0.6855,0.1346,-0.4966,-0.6005,-0.4359,0.0253,-0.1383,0.1769,3,0.23,8.55,0.0,0.0973,0.3764,0.852
wheat,7.662,427.27,28.56,290.8,26.4,38.37,19.08,50.2,20.46,6.25,224.22,23.42,158.35,0.597,0.7704,0.5009,0.9345,0.0888,0.0317,-0.0305,0.2076,0.1967,0.0607,0.3431,1,17.87,3.37,0.0,0.025,0.1284,3.805
soybean,0.645,150.0,102.67,176.69,37.66,47.27,29.57,31.65,10.3,7.0,295.67,26.36,242.65,0.299,0.6949,0.4712,0.7952,0.1067,-0.3578,-0.4567,-0.2995,0.168,0.0679,0.3167,5,3.16,12.27,1.267,0.1251,0.4144,0.727
soybean,8.149,541.14,55.67,538.47,34.87,42.6,23.7,69.87,22.83,6.35,225.58,13.25,239.59,0.503,0.6045,0.4705,0.8031,0.0836,-0.2704,-0.3524,-0.151,0.1477,0.0552,0.2715,5,1.02,7.6,0.0,0.2862,0.3368,1.101
